File.Number,Hospital.Name.x,Profile.Page,Discharges,X..of.Discharges,LOS,X..of.LOS,Avg..LOS,Charges,X..of.Charges,Avg.Charges,Discharges_0_24_female,Discharges_0_24_male,Discharges_25_54_female,Discharges_25_54_male,Discharges_55_female,Discharges_55_male,county.x,drop,Discharges_0_24_female_fw,Discharges_25_54_female_fw,Discharges_55_female_fw,Discharges_0_24_male_fw,Discharges_25_54_male_fw,Discharges_55_male_fw,Discharges_0_24_female_cw,Discharges_25_54_female_cw,Discharges_55_female_cw,Discharges_0_24_male_cw,Discharges_25_54_male_cw,Discharges_55_male_cw,WTP,prob,match,rpt_rec_num,Provider.CCN,Hospital.Name.y,Street.Address,City,State.Code,Zip.Code,County,Medicare.CBSA.Number,Rural.Versus.Urban,CCN.Facility.Type,Provider.Type,Type.of.Control,Fiscal.Year.Begin.Date,Fiscal.Year.End.Date,FTE...Employees.on.Payroll,Number.of.Interns.and.Residents..FTE.,Total.Days.Title.V,Total.Days.Title.XVIII,Total.Days.Title.XIX,Total.Days..V...XVIII...XIX...Unknown.,Number.of.Beds,Total.Bed.Days.Available,Total.Discharges.Title.V,Total.Discharges.Title.XVIII,Total.Discharges.Title.XIX,Total.Discharges..V...XVIII...XIX...Unknown.,Total.Days.Title.V...Total.for.all.Subproviders,Total.Days.Title.XVIII...Total.for.all.Subproviders,Total.Days.Title.XIX...Total.for.all.Subproviders,Total.Days..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Number.of.Beds...Total.for.all.Subproviders,Total.Bed.Days.Available...Total.for.all.Subproviders,Total.Discharges.Title.V...Total.for.all.Subproviders,Total.Discharges.Title.XVIII...Total.for.all.Subproviders,Total.Discharges.Title.XIX...Total.for.all.Subproviders,Total.Discharges..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Hospital.Total.Days.Title.V.For.Adults...Peds,Hospital.Total.Days.Title.XVIII.For.Adults...Peds,Hospital.Total.Days.Title.XIX.For.Adults...Peds,Hospital.Total.Days..V...XVIII...XIX...Unknown..For.Adults...Peds,Hospital.Number.of.Beds.For.Adults...Peds,Hospital.Total.Bed.Days.Available.For.Adults...Peds,Hospital.Total.Discharges.Title.V.For.Adults...Peds,Hospital.Total.Discharges.Title.XVIII.For.Adults...Peds,Hospital.Total.Discharges.Title.XIX.For.Adults...Peds,Hospital.Total.Discharges..V...XVIII...XIX...Unknown..For.Adults...Peds,Cost.of.Charity.Care,Total.Bad.Debt.Expense,Cost.of.Uncompensated.Care,Total.Unreimbursed.and.Uncompensated.Care,Total.Salaries.From.Worksheet.A,Overhead.Non.Salary.Costs,Depreciation.Cost,Total.Costs,Inpatient.Total.Charges,Outpatient.Total.Charges,Combined.Outpatient...Inpatient.Total.Charges,Wage.Related.Costs..Core.,Wage.Related.Costs..RHC.FQHC.,Total.Salaries..adjusted.,Contract.Labor,Wage.Related.Costs.for.Part...A.Teaching.Physicians,Wage.Related.Costs.for.Interns.and.Residents,Cash.on.Hand.and.in.Banks,Temporary.Investments,Notes.Receivable,Accounts.Receivable,Less..Allowances.for.Uncollectible.Notes.and.Accounts.Receivable,Inventory,Prepaid.Expenses,Other.Current.Assets,Total.Current.Assets,Land,Land.Improvements,Buildings,Leasehold.Improvements,Fixed.Equipment,Major.Movable.Equipment,Minor.Equipment.Depreciable,Health.Information.Technology.Designated.Assets,Total.Fixed.Assets,Investments,Other.Assets,Total.Other.Assets,Total.Assets,Accounts.Payable,Salaries..Wages..and.Fees.Payable,Payroll.Taxes.Payable,Notes.and.Loans.Payable..Short.Term.,Deferred.Income,Other.Current.Liabilities,Total.Current.Liabilities,Mortgage.Payable,Notes.Payable,Unsecured.Loans,Other.Long.Term.Liabilities,Total.Long.Term.Liabilities,Total.Liabilities,General.Fund.Balance,Total.Fund.Balances,Total.Liabilities.and.Fund.Balances,DRG.Amounts.Other.Than.Outlier.Payments,DRG.amounts.before.October.1,DRG.amounts.after.October.1,Outlier.payments.for.discharges,Disproportionate.Share.Adjustment,Allowable.DSH.Percentage,Managed.Care.Simulated.Payments,Total.IME.Payment,Inpatient.Revenue,Outpatient.Revenue,Gross.Revenue,Less.Contractual.Allowance.and.discounts.on.patients..accounts,Net.Patient.Revenue,Less.Total.Operating.Expense,Net.Income.from.Service.to.Patients,Total.Other.Income,Total.Income,Total.Other.Expenses,Net.Income,Cost.To.Charge.Ratio,Net.Revenue.from.Medicaid,Medicaid.Charges,Net.Revenue.from.Stand.Alone.SCHIP,Stand.Alone.SCHIP.Charges,Price,Wages,Beds,county.y,teach,short,long,nonprofit,profit,rural
100211,FLORIDA HOSPITAL DADE CITY,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9995,244,0.0379094492409565,760,0.0280224518834222,3.11475409836066,19281821,0.0488507303499434,79023.856557377,0,0,64,57,59,53,pasco,0,0,0.262295081967213,0.241803278688525,0,0.233606557377049,0.217213114754098,0,0.0225193525686137,0.03125,0,0.0262672811059908,0.025815879201169,0.0255506174472187,0.0252068245290767,1,691659,100211,PASCO REGIONAL MEDICAL CENTER,13100 FORT KING ROAD,DADE CITY,FL,33525,PASCO,45300,U,STH,2,4,10/01/2017,03/31/2018,119.38,,,1361,101,4799,120,21840,,332,127,1113,,1361,101,4799,120,21840,,332,127,1113,,1077,79,3967,108,19656,,332,127,1113,1087871,6357021,1737554,3708323,7648048,14087361,1435218,19347638,95616837,107626399,203243236,1684833,,7648048,144812,,,-228710,,,26213457,-19735003,1369704,390603,-83171,7926880,1103531,497654,15535835,3879946,429789,8922950,1957241,,22974313,,-7521332,-7521332,23379861,1181912,1115917,145821,,,755789,28666366,,,,,,28666366,-5286505,-5286505,23379861,,,2543131,1107,16848,0.0265,,,95616837,107626399,203243236,185885039,17358197,21735409,-4377212,60823,-4316389,1,-4316390,0.095194,1143635,32724274,,,12.1150996753501,6.9103726951222,4.78749174278205,pasco,0,0,1,0,1,FALSE
100211,FLORIDA HOSPITAL DADE CITY,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9995,244,0.0379094492409565,760,0.0280224518834222,3.11475409836066,19281821,0.0488507303499434,79023.856557377,0,0,64,57,59,53,pasco,0,0,0.262295081967213,0.241803278688525,0,0.233606557377049,0.217213114754098,0,0.0225193525686137,0.03125,0,0.0262672811059908,0.025815879201169,0.0255506174472187,0.0252068245290767,1,695916,100211,ADVENTHEALTH DADE CITY,13100 FORT KING ROAD,DADE CITY,FL,33525,PASCO,45300,U,STH,2,4,04/01/2018,09/30/2018,208.12,,,958,68,3455,120,21960,,244,17,935,,958,68,3455,120,21960,,244,17,935,,738,36,2655,108,19764,,244,17,935,1617714,,1617714,3372513,7450439,14104838,260654,18936061,75103362,93064567,168167929,1542356,,7450439,,,,4645974,-3474,,9293472,-2820979,1393388,1152047,,13634660,930000,101591,4713904,38470,11018,1991640,724,,7376778,,1457970,1457970,22469408,1758278,931166,37738,342717,,835442,18973252,,,,,,18973252,3496156,3496156,22469408,,1898190,,,22589,0.0476,,,74994865,93173064,168167929,152851413,15316516,21555277,-6238761,188555,-6050206,,-6050206,0.112602,1327341,27371986,,,12.099927086215,6.90364631397655,4.78749174278205,pasco,0,0,1,0,1,FALSE
100213,BLAKE MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9997,2186,0.33963137721611,10603,0.390950075420954,4.85041171088747,239104043,0.605773029952631,109379.708600183,58,75,451,470,586,546,manatee,0,0.0265324794144556,0.206312900274474,0.268069533394328,0.0343092406221409,0.215004574565416,0.249771271729186,0.0523938572719061,0.206124314442413,0.390146471371505,0.0936329588014981,0.38971807628524,0.366689053055742,0.405264470724556,0.327094662621963,1,679928,100213,BLAKE MEDICAL CENTER,2020 59TH STREET,BRADENTON,FL,34209,MANATEE,35840,U,STH,1,4,05/01/2018,04/30/2019,1040.7,55.76,,27683,2696,68516,355,118263,,5717,335,13892,,31643,2917,75894,383,128483,,6082,371,14523,,24305,2045,58720,312,102568,,5717,335,13892,18317228,20870594,20801366,30199672,70866588,135575725,11627057,199600803,1460687856,612210106,2072897962,16367317,,73953570,8031115,,726966,38586,,,79077157,-37722212,11265522,818271,,54158064,2607697,2122502,51055706,14154838,32402795,68956738,15064816,,62257105,,10368379,10368379,126783548,6339030,5296362,6048715,136469,,137159,17958724,,328340,-345335463,515483,-344491640,-326532916,453316464,453316464,126783548,,20474537,32301866,805335,,,31445146,4909367,1460632093,567511165,2028143258,1778636311,249506947,206312429,43194518,2112850,45307368,-1,45307369,0.096291,10663049,183405829,,,11.8468976816121,5.89904184912951,5.87211778947542,manatee,0.0535793216104545,1,0,0,1,FALSE
100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9999,764,0.118700078770864,2463,0.0908148670906169,3.2238219895288,77814975,0.197145194995461,101852.061518325,0,0,188,121,242,193,indian river,0,0,0.246073298429319,0.316753926701571,0,0.158376963350785,0.25261780104712,0,0.224076281287247,0.337047353760446,0,0.300248138957816,0.261517615176152,0.325759663947922,0.275516655804873,1,711239,100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HIGHWAY 1,SEBASTIAN,FL,32958,INDIAN RIVER,42680,U,STH,2,4,01/01/2018,12/31/2018,495.6,,,9529,320,20752,121,44165,,2106,62,4738,,13383,320,26612,154,56210,,2106,62,4738,,8397,286,18255,105,38325,,2106,62,4738,2655325,2979950,3015994,7854070,29818107,93882464,4237997,112724565,464028355,528308081,992336436,7310898,,29682183,,,,750,,,170506665,-150959112,4042554,637176,34083,24282892,,,,,13897411,,,,8066618,,1000,1000,32350510,8178526,951051,1638129,,,1751538,19223314,,14868115,,-1118024,13750091,32973405,-622895,-622895,32350510,,12789283,4153646,134167,,,,,464323445,528012992,992336437,874643635,117692802,123700571,-6007769,1114311,-4893458,-3,-4893455,0.113595,946369,50658688,27224,502617,12.2522023732336,5.30195258313113,4.79579054559674,indian river,0,0,1,0,1,FALSE
100220,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10002,3973,0.617271482927542,15131,0.557904894010607,3.80845708532595,239409755,0.606547555059815,60259.1882708281,168,100,953,772,931,1049,lee,0,0.0422854266297508,0.239869116536622,0.234331739239869,0.0251698968034231,0.194311603322426,0.264032217467908,0.0689372178908494,0.176155268022181,0.318617385352498,0.0472366556447803,0.318219291014015,0.323765432098765,0.318339473273411,0.268338561614115,1,680160,100220,GULF COAST MEDICAL CENTER,13681 DOCTORS WAY,FORT MYERS,FL,33912-,LEE,15980,U,STH,5,4,10/01/2017,09/30/2018,2237,,,44163,6041,103496,356,129940,,8853,1311,22364,,44163,6041,103496,356,129940,,8853,1311,22364,,40432,5648,95073,320,116800,,8853,1311,22364,12528313,38979679,20092532,30818569,114712575,180402525,22701594,337094915,1276603900,636880140,1913484040,30915436,,114712575,371772,,,,,,138618543,-84644242,10251881,,7014056,71240238,58162311,18796582,225559429,103640174,,,,,209196282,,175671095,175671095,456107615,1464873,3976691,,,,22738573,28180137,,,,318645365,318645365,346825502,109282113,109282113,456107615,,,82651674,1777064,1084803,0.0525,,,1289792091,679238414,1969030505,1576857336,392173169,295115100,97058069,2818285,99876354,125328,99751026,0.176168,12346271,169962834,,,11.3855993269727,5.18075282226839,5.87493073085203,lee,0,0,0,0,1,FALSE
100223,FORT WALTON BEACH MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10005,2305,0.358120002050839,8949,0.329964370927296,3.8824295010846,249355647,0.631745594611249,108180.324078091,247,232,620,468,365,373,okaloosa,0,0.107158351409978,0.268980477223427,0.158351409978308,0.100650759219089,0.203036876355748,0.161822125813449,0.711815561959654,0.662393162393162,0.634782608695652,0.840579710144927,0.724458204334365,0.664884135472371,1.20835225228394,0.694256213264645,1,710055,100223,FORT WALTON BEACH MEDICAL CTR,1000 MAR-WALT DRIVE,FORT WALTON BEACH,FL,32547,"",18880,U,STH,5,4,06/01/2018,05/31/2019,760.64,,,25565,4284,60963,189,68985,,5100,626,12160,,32240,5392,83465,267,96535,,5669,626,15017,,21042,3219,47845,150,54750,,5100,626,12160,17886380,32613207,20544552,34123448,59172820,154964649,10110305,199557033,1727441301,1341796763,3069238064,13370118,,59259899,12890367,,,24710,,,21294694,-19055670,7472442,1006032,,10981080,4385668,3685182,72584146,20998971,53951085,51708818,9140557,,83152746,408186,509461,917647,95051473,6777994,4110101,6564213,691213,,223601,18367122,,944917,-258236530,885063,-256406550,-238039428,333090901,333090901,95051473,,14463802,32333632,311986,1800532,0.1539,12452302,,1727441301,1341797011,3069238312,2759551648,309686664,213636625,96050039,2086107,98136146,,98136146,0.065018,15812855,396379048,,,12.2277570892413,5.61201998869944,5.24174701505964,"",0,0,0,0,1,FALSE
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10006,1744,0.270959342115689,6810,0.251095917534349,3.90481651376147,97776689,0.247718442612307,56064.6152522936,213,250,413,345,279,244,broward,0,0.122133027522936,0.236811926605505,0.159977064220183,0.143348623853211,0.197821100917431,0.139908256880734,0.0247042449547669,0.0193823915900131,0.0327157598499062,0.0316696224980998,0.0370092254880927,0.0249897582957804,0.0286255037361587,0.0281982329944105,1,698946,100224,UNIVERSITY HOSPITAL,7201 UNIVERSITY DRIVE,TAMARAC,FL,33321-,BROWARD,22744,U,STH,5,4,05/01/2018,04/30/2019,529.23,22.59,,10450,1532,29681,245,89425,,2311,240,7158,,13476,2189,47842,305,111325,,2643,338,10454,,8979,1409,25776,230,83950,,2311,240,7158,10187511,15383549,11810992,17256665,38633038,49231827,4720441,94453023,720753497,423146386,1143899883,10492672,,40121509,1169520,,461297,1280,,,20723717,-22691443,3047896,351153,,1247007,3061046,3291324,23729882,5907612,26541665,27600914,5423346,,31356101,449049,20260,843258,33446366,2571477,3342939,3012324,607168,,,9533908,,343821,-272269892,651328,-271274743,-261740835,295187201,295187201,33446366,,7212731,10397251,105660,322263,0.0732,18875817,481457,720753637,423148471,1143902108,1029818373,114083735,87340821,26742914,1426150,28169064,,28169064,0.082571,6352621,134687928,,,11.6029711970398,5.76762095887943,5.50125821054473,broward,0.0426846550649056,0,0,0,1,FALSE
100226,ORANGE PARK MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10008,3593,0.558232176732609,13888,0.512073436522325,3.86529362649596,355661477,0.90107272071396,98987.3300862789,560,377,1164,565,424,503,clay,0,0.155858613971611,0.323963261898135,0.118007236292792,0.104926245477317,0.157250208739215,0.13999443362093,0.793201133144476,0.680701754385965,0.541507024265645,0.774127310061602,0.653179190751445,0.559510567296997,1.14490812782635,0.670318538539656,1,709891,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVENUE,ORANGE PARK,FL,32073-,CLAY,27260,U,STH,5,4,07/01/2018,06/30/2019,1247.26,73.93,,26408,3444,81759,273,99645,,5432,621,17604,,30064,4497,96312,317,115705,,5753,634,19385,,20763,2450,67541,229,83585,,5432,621,17604,29690305,52273495,33686710,51914027,84044052,189414982,18356959,239964834,2370145494,1420570101,3790715595,18569671,,90952633,873694,,615713,286694,,,74732885,-78498712,7538133,1338887,,6892614,8261574,3111890,64640548,42075316,77952464,85424991,17243463,,139662134,268551,160007,428558,146983306,10738087,6205801,8001154,446733,,111937,25503712,,1905292,-150731573,245402,-148580879,-123077167,270060473,270060473,146983306,,11830456,40544229,280935,3277346,0.2503,24748328,7413008,2370146389,1420650723,3790797112,3447854962,342942150,273459034,69483116,6537941,76021057,,76021057,0.063303,27894643,662009713,,,12.1835873036105,5.76874020762849,5.60947179518496,clay,0.059273928451165,0,0,0,1,FALSE
100228,WESTSIDE REGIONAL MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10010,2744,0.426325937365511,11047,0.407321086784427,4.02587463556851,320078194,0.810922036149535,116646.572157434,50,55,678,572,680,709,broward,0,0.0182215743440233,0.247084548104956,0.247813411078717,0.0200437317784257,0.208454810495627,0.258381924198251,0.00579911853398283,0.0318190351041862,0.0797373358348968,0.00696731694958196,0.0613602231280841,0.0726136829168374,0.0615064711651695,0.0594201899943863,1,698947,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 WEST BROWARD BOULEVARD,PLANTATION,FL,33324-,BROWARD,22744,U,STH,5,4,02/01/2018,01/31/2019,861.04,8.16,,15974,1838,59869,224,81760,,3469,330,13562,,15974,1838,60265,224,81760,,3469,330,13562,,13236,1327,48770,192,70080,,3469,330,13562,12589970,22498301,14911373,20738675,58052812,105697575,7064471,179025738,1509178731,680916394,2190095125,16008411,,58461888,2527880,,124557,189,,,45424722,-44722252,7911789,630374,,10594196,828451,2383782,18811527,48676908,44644437,58287658,5801147,,89917036,,2650681,2650681,103161913,6248128,4841783,5936719,437738,,76315,17540683,,488849,-425833187,487111,-424857227,-407316544,510478457,510478457,103161913,,20511741,10420584,551723,405214,0.0524,40837019,589044,1509178732,680916394,2190095126,1940152124,249943002,163658854,86284148,627950,86912098,-6,86912104,0.081743,7949261,168904403,,,11.9921837731174,5.87776655604042,5.41164605185504,broward,0.00947691164173558,0,0,0,1,FALSE
100230,MEMORIAL HOSPITAL PEMBROKE,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10012,1564,0.242993354970721,6557,0.241767390788946,4.19245524296675,91393514,0.231546590342674,58435.7506393862,48,44,478,403,272,319,broward,0,0.030690537084399,0.305626598465473,0.173913043478261,0.0281329923273657,0.2576726342711,0.203964194373402,0.00556715379262352,0.0224328890557537,0.0318949343339587,0.00557385355966557,0.0432310662947865,0.032671036460467,0.0310625027852869,0.0305338851623058,1,684287,100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN STREET,PEMBROKE PINES,FL,33024,BROWARD,22744,U,STH,1,11,05/01/2018,04/30/2019,848.49,0.89,,6781,1669,31335,301,109865,,1291,275,6501,,6781,1669,31335,301,109865,,1291,275,6501,,6082,1412,28156,277,101105,,1291,275,6501,15056114,41714122,23076412,23076412,60341042,85019176,3707420,141926033,427418830,556936353,984355183,13971437,,61494911,621497,28135,17770,,,,89576321,-77050196,2376880,149345,,16055092,70000,691490,46068335,,96876,40699242,,,16440616,,1578418,1578418,34074126,2918138,2832853,,,982301,8507562,43694081,,,,3931863,3931863,47625944,-13551818,-13551818,34074126,,4230053,5965100,713950,858433,0.3368,9235879,18494,437409317,586594592,1024003909,887110361,136893548,145360218,-8466670,7227804,-1238866,,-1238866,0.144182,2467065,39005969,163341,1062378,11.9672748907348,6.07708359880447,5.70711026474888,broward,0.00104892220297234,1,0,0,0,FALSE
100231,WEST FLORIDA HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10013,2990,0.464546119796967,11590,0.427342391222188,3.87625418060201,208395044,0.527971403775016,69697.3391304348,329,229,855,565,473,539,escambia,0,0.110033444816054,0.285953177257525,0.15819397993311,0.0765886287625418,0.188963210702341,0.180267558528428,0.146940598481465,0.215800100959112,0.281045751633987,0.135103244837758,0.350713842333954,0.271947527749748,0.289137152808741,0.247979553574235,1,699064,100231,WEST FLORIDA HOSPITAL,8383 NORTH DAVIS HWY,PENSACOLA,FL,32523-,ESCAMBIA,37860,U,STH,5,4,06/01/2018,05/31/2019,1115.44,,,33323,2724,84999,356,129940,,7281,520,19029,,38800,2832,96053,397,144905,,7654,527,19755,,28762,2237,73094,320,116800,,7281,520,19029,17466699,28130105,20571509,35037004,76511013,176495895,11496207,231255024,1501607529,1207360889,2708968418,17161443,,76570447,5276472,,,88410,,,83211547,-44587038,6530714,1150297,,47347294,8087740,4708267,95066303,7508816,76541542,56883339,9104197,,98601557,,25353451,28912016,174860867,5339996,5668325,7773051,292274,,1033486,20107132,,602859,-153616215,2758074,-150255282,-130148150,305009017,305009017,174860867,,18009680,38159004,406260,2215855,0.1578,23818688,,1501127076,1197102243,2698229319,2370288204,327941115,252960711,74980404,2937297,77917701,-146,77917847,0.085366,16049534,308678535,,,11.8246996841974,5.65924231475291,5.87493073085203,escambia,0,0,0,0,1,FALSE
100232,PUTNAM COMMUNITY MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10014,502,0.0779940308154105,1648,0.0607644746103681,3.28286852589641,25342650,0.0642059150690691,50483.3665338645,0,0,131,112,97,139,putnam,0,0,0.260956175298805,0.193227091633466,0,0.223107569721116,0.276892430278884,,1,1,,1,1,,,1,710011,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DRIVE,PALATKA,FL,32177,PUTNAM,99910,R,STH,5,4,09/01/2018,08/31/2019,406.2,,,11509,961,24017,99,36135,,2543,228,5873,,11509,961,24057,99,36135,,2543,228,5873,,10120,701,20308,89,32485,,2543,228,5873,7310670,11066002,8629684,8629684,25325917,52356918,3198450,65251720,330956860,400588575,731545435,5425869,,25442082,1080446,,,12360,,,28834497,-18965440,1846077,278549,,11741554,1215000,582628,6272496,735020,9867443,12888521,2969938,,25970944,,,,37712498,1747236,2084654,2405167,,,,6237057,,,20978103,13168,20991271,27228328,10484170,10484170,37712498,,1420876,17605951,33418,713981,0.1501,,,330956860,400588575,731545435,646745594,84799841,77651887,7147954,378365,7526319,-122,7526441,0.089197,17059986,156533345,,,11.7325490330715,5.87199259667955,4.59511985013459,putnam,0,0,0,0,1,TRUE
100236,FAWCETT MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10017,1269,0.197160209372024,5408,0.199401868138878,4.26162332545311,168104617,0.425895112066827,132470.147360126,0,0,256,232,350,414,charlotte,0,0,0.201733648542159,0.275807722616233,0,0.182821118991332,0.326241134751773,0,0.257804632426989,0.405092592592593,0,0.386666666666667,0.451965065502183,0.488964254960499,0.381875963036475,1,705400,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,39460,U,STH,5,4,01/01/2018,12/31/2018,731.66,0.38,,26141,1929,51555,217,79205,,5538,218,10640,,29626,1974,56698,237,86505,,5797,218,10997,,23449,1442,45565,198,72270,,5538,218,10640,5026172,9908255,6053873,10346481,52512922,105677718,5981527,141389464,1378005404,668642903,2046648307,14380952,,52585630,2466954,,,-6410,,,11712232,-9506999,6727018,362484,,9295281,4807180,2073451,49761714,11271892,34332819,54762582,7070254,,70412407,,13319108,13319108,93026796,4880410,4269608,4448561,222081,,,13820660,,419123,-116781022,128686,-116233213,-102412553,195439349,195439349,93026796,,38993270,12622032,310045,,,24703010,24930,1378006608,669772264,2047778872,1865146913,182631959,158123515,24508444,716677,25225121,,25225121,0.069083,5302905,138898287,,,12.134643778327,5.961654790401,5.37989735354046,charlotte,0.000519366919060766,0,0,0,1,FALSE
100238,NORTHSIDE HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10019,1249,0.194052877467027,5042,0.185906845258177,4.03682946357086,172116765,0.436059938307672,137803.654923939,0,0,258,275,294,394,pinellas,0,0,0.206565252201761,0.235388310648519,0,0.22017614091273,0.315452361889512,0,0.0278918918918919,0.0560854635635254,0,0.0622735507246377,0.076683534449202,0.058754379069158,0.0568645103427106,1,699220,100238,NORTHSIDE HOSPITAL,6000 49TH STREET NORTH,ST PETERSBURG,FL,33709,PINELLAS,45300,U,STH,5,4,10/01/2017,09/30/2018,803.05,33.5,,15585,2131,45613,221,81165,,3030,229,9340,,15585,2131,45769,221,81165,,3030,229,9340,,12803,1642,36965,189,69485,,3030,229,9340,13982522,20252607,16054126,21722235,53400479,104387596,5511838,138784874,1169665809,606115463,1775781272,13985344,,53514544,2622148,,541362,1971,,,33396705,-33455786,6603703,375663,56616,6897192,3486248,2764666,27072052,20720183,38269638,49983402,11448559,,38256878,,,,45154070,4484352,3192798,4386525,102598,,,12166273,,207421,250756,-48587926,-48129749,-35963476,81117546,81117546,45154070,,29305463,,278037,940705,0.1284,26444668,1934835,1169613558,606167720,1775781278,1612898991,162882287,157738040,5144247,2886339,8030586,,8030586,0.078154,8169501,199336598,,,12.1554447884301,5.83434667508416,5.39816270151775,pinellas,0.0417159579104663,0,0,0,1,FALSE
100242,GULF COAST REGIONAL MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10023,2776,0.431297668413505,8419,0.310422397903331,3.03278097982709,176425822,0.44697698714707,63553.9704610951,546,400,916,324,294,296,bay,0,0.196685878962536,0.329971181556196,0.105907780979827,0.144092219020173,0.11671469740634,0.106628242074928,0.919191919191919,0.706245181187355,0.40495867768595,0.869565217391304,0.464183381088825,0.376111817026684,1.37062568609161,0.676299648903196,1,718475,100242,GULF COAST REGIONAL MED CTR,449 WEST 23RD STREET,PANAMA CITY,FL,32404,"",37460,U,STH,2,4,02/01/2018,01/31/2019,845.03,,,17474,4639,54372,222,72610,,3736,503,12143,,17474,4639,54507,222,72610,,3736,503,12143,,15524,2967,39864,170,55190,,3736,503,12143,13469738,25129921,16092297,29346336,54753309,135461047,10712182,173102829,1054198312,937572374,1991770686,13753711,,54868725,4607730,,,20998,,,53790684,-26796260,7768918,1139558,,35956289,7622054,6389643,40883437,14475983,54876636,56331280,10842734,,101875849,,8685823,8685823,146517961,13070793,4351504,5976658,225678,,302054,23926687,,450875,-66010852,574322,-64985655,-41058968,187576929,187576929,146517961,,22570463,8366683,131943,1854682,0.2398,,,1054023054,914021929,1968044983,1759227377,208817606,190597833,18219773,624486,18844259,,18844259,0.086909,23343546,389853674,,,11.9957983414769,5.88152393938072,5.40267738187228,"",0,0,1,0,1,FALSE
100243,BRANDON REGIONAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10024,6552,1.01796193207683,19497,0.718886505751424,2.9757326007326,458096005,1.1605918556469,69916.9726800977,977,702,2287,1003,783,800,hillsborough,0,0.149114774114774,0.349053724053724,0.119505494505495,0.107142857142857,0.153083028083028,0.122100122100122,0.134461877236444,0.132364857043639,0.114256529986867,0.108016617941222,0.130429128738622,0.107324926214113,0.133095937442638,0.124551063490444,1,699537,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DRIVE,BRANDON,FL,33511,HILLSBOROUGH,45300,U,STH,5,4,01/01/2018,12/31/2018,1542.33,87.65,,23658,5026,95442,393,143869,,5382,,24027,,25305,5026,103070,418,152994,,5640,,25576,,20223,2775,71945,317,115705,,5382,,24027,27254630,43884409,31447591,46095281,104820997,160216896,17728183,269629211,2150492295,1588850683,3739342978,26996251,,105120766,2670731,,1374679,6533,,,83529069,-82477184,8967497,664500,367822,11005562,11760217,3903638,66563829,59046149,79091494,86178401,21161644,,138914765,,533305,533305,150453632,8725849,8802957,8749731,693843,,,26972380,,1224518,-851665828,,-850441310,-823468930,973922562,973922562,150453632,,35220666,10721541,283829,2420006,0.2107,42645568,5672944,2150407679,1588935306,3739342985,3333166234,406176751,264771075,141405676,7360099,148765775,,148765775,0.072106,30799731,631396718,,,11.8927660697411,5.84118855499304,5.97380961186926,hillsborough,0.0568296019658569,0,0,0,1,FALSE
