File.Number,Hospital.Name.x,Profile.Page,Discharges,X..of.Discharges,LOS,X..of.LOS,Avg..LOS,Charges,X..of.Charges,Avg.Charges,Discharges_0_24_female,Discharges_0_24_male,Discharges_25_54_female,Discharges_25_54_male,Discharges_55_female,Discharges_55_male,county.x,drop,Discharges_0_24_female_fw,Discharges_25_54_female_fw,Discharges_55_female_fw,Discharges_0_24_male_fw,Discharges_25_54_male_fw,Discharges_55_male_fw,Discharges_0_24_female_cw,Discharges_25_54_female_cw,Discharges_55_female_cw,Discharges_0_24_male_cw,Discharges_25_54_male_cw,Discharges_55_male_cw,WTP,prob,match,rpt_rec_num,Provider.CCN,Hospital.Name.y,Street.Address,City,State.Code,Zip.Code,County,Medicare.CBSA.Number,Rural.Versus.Urban,CCN.Facility.Type,Provider.Type,Type.of.Control,Fiscal.Year.Begin.Date,Fiscal.Year.End.Date,FTE...Employees.on.Payroll,Number.of.Interns.and.Residents..FTE.,Total.Days.Title.V,Total.Days.Title.XVIII,Total.Days.Title.XIX,Total.Days..V...XVIII...XIX...Unknown.,Number.of.Beds,Total.Bed.Days.Available,Total.Discharges.Title.V,Total.Discharges.Title.XVIII,Total.Discharges.Title.XIX,Total.Discharges..V...XVIII...XIX...Unknown.,Total.Days.Title.V...Total.for.all.Subproviders,Total.Days.Title.XVIII...Total.for.all.Subproviders,Total.Days.Title.XIX...Total.for.all.Subproviders,Total.Days..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Number.of.Beds...Total.for.all.Subproviders,Total.Bed.Days.Available...Total.for.all.Subproviders,Total.Discharges.Title.V...Total.for.all.Subproviders,Total.Discharges.Title.XVIII...Total.for.all.Subproviders,Total.Discharges.Title.XIX...Total.for.all.Subproviders,Total.Discharges..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Hospital.Total.Days.Title.V.For.Adults...Peds,Hospital.Total.Days.Title.XVIII.For.Adults...Peds,Hospital.Total.Days.Title.XIX.For.Adults...Peds,Hospital.Total.Days..V...XVIII...XIX...Unknown..For.Adults...Peds,Hospital.Number.of.Beds.For.Adults...Peds,Hospital.Total.Bed.Days.Available.For.Adults...Peds,Hospital.Total.Discharges.Title.V.For.Adults...Peds,Hospital.Total.Discharges.Title.XVIII.For.Adults...Peds,Hospital.Total.Discharges.Title.XIX.For.Adults...Peds,Hospital.Total.Discharges..V...XVIII...XIX...Unknown..For.Adults...Peds,Cost.of.Charity.Care,Total.Bad.Debt.Expense,Cost.of.Uncompensated.Care,Total.Unreimbursed.and.Uncompensated.Care,Total.Salaries.From.Worksheet.A,Overhead.Non.Salary.Costs,Depreciation.Cost,Total.Costs,Inpatient.Total.Charges,Outpatient.Total.Charges,Combined.Outpatient...Inpatient.Total.Charges,Wage.Related.Costs..Core.,Wage.Related.Costs..RHC.FQHC.,Total.Salaries..adjusted.,Contract.Labor,Wage.Related.Costs.for.Part...A.Teaching.Physicians,Wage.Related.Costs.for.Interns.and.Residents,Cash.on.Hand.and.in.Banks,Temporary.Investments,Notes.Receivable,Accounts.Receivable,Less..Allowances.for.Uncollectible.Notes.and.Accounts.Receivable,Inventory,Prepaid.Expenses,Other.Current.Assets,Total.Current.Assets,Land,Land.Improvements,Buildings,Leasehold.Improvements,Fixed.Equipment,Major.Movable.Equipment,Minor.Equipment.Depreciable,Health.Information.Technology.Designated.Assets,Total.Fixed.Assets,Investments,Other.Assets,Total.Other.Assets,Total.Assets,Accounts.Payable,Salaries..Wages..and.Fees.Payable,Payroll.Taxes.Payable,Notes.and.Loans.Payable..Short.Term.,Deferred.Income,Other.Current.Liabilities,Total.Current.Liabilities,Mortgage.Payable,Notes.Payable,Unsecured.Loans,Other.Long.Term.Liabilities,Total.Long.Term.Liabilities,Total.Liabilities,General.Fund.Balance,Total.Fund.Balances,Total.Liabilities.and.Fund.Balances,DRG.Amounts.Other.Than.Outlier.Payments,DRG.amounts.before.October.1,DRG.amounts.after.October.1,Outlier.payments.for.discharges,Disproportionate.Share.Adjustment,Allowable.DSH.Percentage,Managed.Care.Simulated.Payments,Total.IME.Payment,Inpatient.Revenue,Outpatient.Revenue,Gross.Revenue,Less.Contractual.Allowance.and.discounts.on.patients..accounts,Net.Patient.Revenue,Less.Total.Operating.Expense,Net.Income.from.Service.to.Patients,Total.Other.Income,Total.Income,Total.Other.Expenses,Net.Income,Cost.To.Charge.Ratio,Net.Revenue.from.Medicaid,Medicaid.Charges,Net.Revenue.from.Stand.Alone.SCHIP,Stand.Alone.SCHIP.Charges,Price,Wages,Beds,county.y,teach,short,long,nonprofit,profit,rural
100086,BROWARD HEALTH NORTH,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9901,2198,0.341495776359108,11127,0.41027081856163,5.06232939035487,138319191,0.350433369429335,62929.5682438581,52,54,419,541,540,592,broward,0,0.0236578707916288,0.190627843494086,0.245677888989991,0.0245677888989991,0.246132848043676,0.26933575978162,0.00603108327534215,0.0196639759714661,0.0633208255159475,0.00684063845958956,0.0580347564900236,0.0606308889799263,0.0517300896926983,0.050230096476347,1,683713,100086,BROWARD HEALTH NORTH,201 EAST SAMPLE ROAD,POMPANO BEACH,FL,33064,BROWARD,22744,U,STH,1,11,07/01/2018,06/30/2019,1173.02,,,16248,5397,65622,304,110960,,3318,583,12749,,22108,5976,86486,334,121910,,3568,622,13346,,15425,5028,52022,251,91615,,3318,583,12749,5245490,140859788,39021117,53428587,90960027,165442173,5905996,241695908,637329308,377571624,1014900932,19539012,,90676322,78216,4501,,3924,,,93413109,-62488826,9533228,,6754983,47216418,1670507,1130341,185108386,86236,4822001,88030383,,,113929891,5982634,2386010821,2391993455,2553139764,24621917,8350078,,,,2287096318,2320068313,20583618,338685,,26995204,47917507,2367985820,185153944,185153944,2553139764,,6591989,22597351,1476922,810005,0.111,,,637328785,377572148,1014900933,798213671,216687262,256402200,-39714938,45696019,5981081,,5981081,0.238147,15375892,136254642,42137,238104,11.2390848482575,6.43880944463722,5.71702770140622,broward,0,1,0,0,0,FALSE
100087,SARASOTA MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9902,8636,1.34174591657746,32001,1.17992958252815,3.70553496989347,446555533,1.13135392807859,51708.6073413617,1404,1182,2736,806,1197,1311,sarasota,0,0.162575266327003,0.316813339509032,0.138605836035201,0.136868920796665,0.0933302454840204,0.151806391848078,1,0.837209302325581,0.580786026200873,1,0.685374149659864,0.601652134006425,0.943259860928151,0.800484372027965,1,719384,100087,SARASOTA MEMORIAL HOSPITAL,1700 S. TAMIAMI TRAIL,SARASOTA,FL,34239-3509,SARASOTA,35840,U,STH,5,9,10/01/2017,09/30/2018,4424.31,16.42,,65752,9217,149311,673,244727,,15703,1011,33296,,80592,9636,174749,766,278672,,17010,1092,35719,,58928,6450,122456,578,210052,,15703,1011,33296,15472011,136634906,38410541,108903229,295978269,450966069,47856656,648179588,2501488613,1617303873,4118792486,91022393,,296197898,6524959,147203,315104,44834236,,,511463639,-434871515,14097882,10476250,2365649,152894867,81168269,10632729,640306444,5934647,67102985,324693635,,,600753028,1178876131,70633278,1249509409,2003157304,26529798,,,10375000,,37342117,148248167,,660672354,,54825874,715498228,863746395,1139410909,1139410909,2003157304,,,164993457,5387057,4458948,0.1081,39363777,2343237,2537001557,1674508880,4211510437,3422816583,788693854,746944338,41749516,114223066,155972582,15528206,140444376,0.157371,20038124,631167020,141531,1992070,11.6776491548532,,6.51174532964473,sarasota,0.00371131317651792,0,0,0,0,FALSE
100088,BAPTIST MEDICAL CENTER JACKSONVILLE,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9903,9574,1.48747978292179,35268,1.30038925397965,3.68372675997493,495481255,1.25530784574012,51752.7945477334,1117,829,3570,1291,1391,1376,duval,0,0.116670148318362,0.372884896594945,0.145289325255901,0.086588677668686,0.134844370169208,0.143722581992897,0.232369461202413,0.25,0.239868942921193,0.221302722904431,0.222970639032815,0.220689655172414,0.269486501682807,0.236128933106628,1,684037,100088,BAPTIST MEDICAL CENTER,800 PRUDENTIAL DRIVE,JACKSONVILLE,FL,32207,DUVAL,27260,U,STH,1,2,10/01/2017,09/30/2018,5292,51.49,,62739,13025,234200,855,312075,,12222,1877,47191,,101198,14195,327701,903,329595,,12460,2000,49819,,51147,7855,164953,665,242725,,12222,1877,47191,43558741,45801897,81212801,125877789,329252057,768246841,65579420,957783950,2890096672,2447537761,5337634433,72741284,,329460840,8507706,,,19000,,,288182000,-102158000,18215000,9157000,12485000,238822000,28851407,5819593,1127715000,51366000,,704369000,,,944948000,,1685831000,1685831000,2869601000,145858000,,,80223000,,10491000,236572000,,,,712502000,712502000,949074000,1920527000,1920527000,2869601000,,,113562920,5893668,4744091,0.1671,40475635,2189266,2890101696,2476750261,5366851957,4157984000,1208867957,1096083000,112784957,101176242,213961199,-527801,214489000,0.17944,116317045,897688692,,,11.5873556294672,,6.75110146893676,duval,0.00972978080120937,1,0,1,0,FALSE
100092,STEWARD ROCKLEDGE HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9906,1414,0.219688365683248,5340,0.196894596128256,3.77652050919378,97390720,0.246740585409793,68876.0396039604,151,97,358,206,287,315,brevard,0,0.106789250353607,0.253182461103253,0.202970297029703,0.0685997171145686,0.145685997171146,0.222772277227723,0.0915706488781079,0.0784227820372399,0.0898841215158158,0.0745007680491551,0.0989433237271854,0.0924567067801585,0.0921511116352628,0.0880000202611624,1,715519,100092,WUESTOFF MEDICAL CENTER - ROCKLEDGE,110 LONGWOOD AVENUE,ROCKLEDGE,FL,32955,BREVARD,37340,U,STH,2,4,01/01/2018,12/31/2018,850,,,15909,1863,41296,274,100010,,3040,202,7766,,17718,2591,47243,298,108770,,3361,390,9308,,13141,1739,35030,243,88695,,3040,202,7766,6548092,5931540,7242682,18095310,48769352,102445706,7266272,146827082,687576359,690597978,1378174337,13363814,,48769352,986671,20833,,2720892,,,63696185,-26507974,5884375,603941,-21532,51452880,,,,73419,,9358213,,,3185695,,1357317,1357317,55995892,4908011,5938261,,17803750,-244997,6241323,34646348,,,,23421057,23421057,58067405,-2071513,-2071513,55995892,,19026080,7045629,1109385,529256,0.0812,,,687576359,690597978,1378174337,1217799436,160374901,151215058,9159843,1138837,10298680,,10298680,0.106537,6873246,166024729,131231,1589381,11.9053959916272,6.45829736311104,5.61312810638807,brevard,0,0,1,0,1,FALSE
100093,BAPTIST HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9907,3281,0.509757799014665,13375,0.493158281501015,4.07650106674794,135544419,0.343403450483683,41311.922889363,516,351,887,432,470,625,escambia,0,0.157269125266687,0.270344407192929,0.143249009448339,0.106979579396525,0.131667174641877,0.190490704053642,0.230460026797678,0.223876829883897,0.279263220439691,0.207079646017699,0.268156424581006,0.315338042381433,0.294718463228236,0.254301933313281,1,684039,100093,BAPTIST HOSPITAL,1000 WEST MORENO STREET,PENSACOLA,FL,32501-2316,ESCAMBIA,37860,U,STH,1,2,10/01/2017,09/30/2018,1627.04,,,23499,4579,71207,266,97090,,4935,594,15285,,27034,5670,88779,326,118990,,5339,786,18104,,20873,3293,62523,229,83585,,4935,594,15285,8099655,47530953,24416082,33435033,104114246,219891203,15894705,286816357,765883445,947036837,1712920282,14081215,,104114246,3096212,,,137421789,,,100136191,-57975689,8766393,2229631,125165,200006169,8589007,,159721422,,11562784,201215364,,,133221842,7227950,219053142,226281092,559509103,24759507,6754883,,7946370,,56799752,96260512,,37854202,,164580689,202434891,298695403,260813700,260813700,559509103,,,49824539,655180,1819841,0.1461,18123088,,780758722,953335818,1734094540,1408500072,325594468,324005449,1589019,31487491,33076510,,33076510,0.167443,21407074,181709745,,,11.4698630478431,5.92188802140973,5.5834963087817,escambia,0,1,0,1,0,FALSE
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9911,510,0.0792369635774091,1947,0.0717890971276618,3.81764705882353,21609254,0.0547473104442488,42371.0862745098,58,0,185,98,82,66,columbia,0,0.113725490196078,0.362745098039216,0.16078431372549,0,0.192156862745098,0.129411764705882,1,0.502717391304348,0.287719298245614,,0.411764705882353,0.276150627615063,,,1,684279,100102,SHANDS LAKE SHORE,368 NE FRANKLIN STREET,LAKE CITY,FL,32056,COLUMBIA,99910,R,STH,1,4,07/01/2018,06/30/2019,252.44,,,2963,2328,10381,87,31755,,534,740,2311,,2963,2328,10381,87,31755,,534,740,2311,,2179,2328,7413,78,28470,,534,740,2311,2249296,10654532,4068685,6306603,15064866,27548888,2010157,39902152,112190396,134611558,246801954,2897754,,15064866,303100,,,-437260,,,17414518,-11773890,1474992,467127,-27040,7118447,,2475,,8803674,351165,3742733,1607951,,8307601,,108198,108198,15534246,1139704,1150427,133756,150380,,1055413,35914685,,6794330,,-13800896,-7006566,28908119,-13373873,-13373873,15534246,,906816,2438557,33363,100362,0.12,1956593,,112190396,134611558,246801954,212448293,34353661,42613754,-8260093,1588,-8258505,,-8258505,0.161677,9423447,74178942,,,11.5786611570318,6.21020812549648,4.46590811865458,columbia,0,1,0,0,1,TRUE
100105,INDIAN RIVER MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9913,2611,0.405662180197285,7871,0.290216735229495,3.01455381080046,75182405,0.190475546563534,28794.4867866718,375,282,651,282,476,545,indian river,0,0.143623132899272,0.249329758713137,0.18230563002681,0.108004595940253,0.108004595940253,0.208732286480276,1,0.775923718712753,0.662952646239554,1,0.699751861042184,0.738482384823848,0.981111075216012,0.795670135976609,1,713738,100105,INDIAN RIVER MEMORIAL HOSPITA.L,1000 36TH STREET,VERO BEACH,FL,32960,"",42680,U,STH,2,2,10/01/2017,09/30/2018,1465.1,,,27746,2347,57207,310,113150,,6521,584,13462,,29628,2441,62236,332,121180,,6744,612,14367,,25306,1860,50064,286,104390,,6521,584,13462,12337380,16111976,16541222,26816800,134638459,156207151,13160514,230643961,528436671,539007508,1067444179,15793926,1977602,135123625,3442951,143473,,28308293,,,104514765,-67381189,5132783,2685816,19975790,96377583,1631582,6461725,127809063,,34955649,152442174,,,99734509,3663504,9309597,12973101,209085193,10829830,12611302,,,,11933300,35374432,,,,24001841,24001841,59376273,149708920,149708920,209085193,,,58740700,596493,772440,0.0526,,,554169664,661911316,1216080980,944425328,271655652,290845610,-19189958,17670767,-1519191,,-1519191,0.216071,10469545,96010675,,,11.346210024657,6.77741476498811,5.73657229747919,"",0,0,1,1,0,FALSE
100106,DOCTORS' MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9914,206,0.0320055186214633,596,0.0219755017401574,2.89320388349515,3024424,0.0076624153542291,14681.6699029126,0,0,0,0,101,63,taylor,0,0,0,0.490291262135922,0,0,0.305825242718447,,,1,,,1,,,1,684041,100106,DOCTORS MEMORIAL,333 BYRON BUTLER PARKWAY,PERRY,FL,32347,TAYLOR,99910,R,STH,1,9,06/01/2018,05/31/2019,184.93,,,852,98,1924,48,17520,,331,13,711,,7385,3364,23410,48,17520,,331,13,711,,672,98,1454,42,15330,,331,13,711,247674,3108196,1613042,2467034,9760527,12784245,-126749,20092561,9305882,38919422,48225304,1285304,194778,9760527,,,,472777,,,7729190,-5667143,578449,311986,,3425259,250000,15250,1167279,1178705,80387,10166453,,,2021570,,,,5446829,477182,764595,20238,,,228909,1490924,,736271,,129330,865601,2356525,3090304,3090304,5446829,,558644,1213771,,36467,0.0823,383093,,9397727,46115912,55513639,36644074,18869565,22434618,-3565053,2623442,-941611,,-941611,0.416639,2068075,7941999,,,11.2654668664701,6.98042913105284,3.87120101090789,taylor,0,1,0,0,0,TRUE
100107,LEHIGH REGIONAL MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9915,390,0.0605929721474305,1218,0.0449096663079055,3.12307692307692,20526662,0.0520045503143313,52632.4666666667,0,0,106,108,70,86,lee,0,0,0.271794871794872,0.179487179487179,0,0.276923076923077,0.220512820512821,0,0.0195933456561922,0.0239561943874059,0,0.044517724649629,0.0265432098765432,0.0282734236553841,0.0278063039954293,1,716506,100107,LEHIGH REGIONAL,1500 LEE BOULEVARD,LEHIGH ACRES,FL,33936,LEE,15980,U,STH,2,4,01/01/2018,12/31/2018,246.1,,,3183,337,9451,78,28470,,799,81,2473,,3183,337,9451,78,28470,,799,81,2473,,2438,269,7308,70,25550,,799,81,2473,111461,45198929,4855926,8046320,13592012,22233716,2080203,30394714,141816980,149502995,291319975,3316387,,13592012,23769,,,3779881,,,83280113,-76558964,697479,414530,21981,12203012,2700000,297652,4737918,54319,,4272427,11935,,10433208,,961751,961751,23597971,1430127,991310,178913,414442,,15509244,18524036,,,,964326,964326,19488362,4109609,4109609,23597971,,5345447,1828135,73646,199963,0.1115,,,141816982,149502993,291319975,253917403,37402572,35825728,1576844,175238,1752082,71515,1680567,0.104334,2626685,55754390,,,11.6767455239763,5.99359531221223,4.35670882668959,lee,0,0,1,0,1,FALSE
100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9917,1139,0.176962551989547,3702,0.136498837990038,3.25021949078139,43089502,0.109167782602864,37830.9938542581,156,105,343,152,186,197,highlands,0,0.136962247585601,0.301141352063213,0.163301141352063,0.0921861281826163,0.133450395083407,0.172958735733099,0.816753926701571,0.732905982905983,0.704545454545455,1,0.710280373831776,0.72962962962963,1.22061861807011,0.760794971999226,1,684280,100109,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,SEBRING,FL,33872-,HIGHLANDS,42700,U,STH,5,1,01/01/2018,12/31/2018,1284.21,,,21179,2032,45483,180,65700,,4681,383,10927,,41465,2035,85421,197,67757,,4734,384,11017,,19327,1743,39707,158,57670,,4681,383,10927,5112731,12089350,7864249,21452707,95717696,132169262,9260697,183759099,548077268,590314290,1138391558,15810231,81296,95717696,5874718,,,86416276,11773015,,5391377,-9539380,3969634,1877364,658928,114802555,6650291,4704081,83120138,,22062918,58303508,,,67976035,46337,10970653,11016990,193795580,7716313,6849856,,1832825,,4270455,20669449,,54608758,,210512,54819270,75488719,118306861,118306861,193795580,,27607290,9657231,238173,721069,0.0774,,,533495858,667966911,1201462769,974580165,226882604,205010336,21872268,377408,22249676,,22249676,0.16142,9329683,142142683,,,11.5996108122212,6.43254337477957,5.19295685089021,highlands,0,0,0,0,0,FALSE
100110,OSCEOLA REGIONAL MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9918,5216,0.81039216082307,20594,0.759334702746311,3.94823619631902,545628671,1.38235694015721,104606.723734663,404,396,1605,1144,825,842,osceola,0,0.0774539877300613,0.307707055214724,0.15816717791411,0.075920245398773,0.219325153374233,0.161426380368098,0.279584775086505,0.301012753188297,0.360262008733624,0.325657894736842,0.375944791324351,0.343253159396657,0.407451072687324,0.333848620209018,1,706700,100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,36740,U,STH,5,4,01/01/2018,12/31/2018,1384.31,87.9,,23663,5790,106404,351,127331,,4196,1033,22863,,27347,6482,120367,404,146676,,4547,1170,24743,,20435,4224,87553,275,100375,,4196,1033,22863,26432730,55261438,31296728,71319521,101782231,206170319,16786211,272833463,2520810859,1345222922,3866033781,21093150,,102815687,3630943,41141,,-550780,,,152164095,-149993445,10483678,1381028,,15432499,12149045,4842125,51744542,20827847,85621022,76378649,13900437,,154202815,,2919856,2919856,172555170,7549761,7847148,10285574,357073,,-19121,26020435,,734593,-286581900,592072,-285255235,-259234800,431789970,431789970,172555170,,28847867,9138987,455721,2301054,0.2423,51289533,5123211,2520821494,1345459665,3866281159,3445350205,420930954,307800967,113129987,7445838,120575825,-124,120575949,0.070572,7229944,675866531,,,11.9592610414511,5.7593628119323,5.86078622346587,osceola,0.0634973380239975,0,0,0,1,FALSE
100113,UF HEALTH SHANDS HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9920,11281,1.75269056101324,57378,2.11562137390394,5.08625121886358,711626132,1.80291354661498,63081.8306887687,1848,1654,2974,1662,1505,1638,alachua,0,0.163815264604202,0.263629110894424,0.133410158673876,0.146618207605709,0.147327364595337,0.145199893626452,0.541617819460727,0.528617134731603,0.595803642121932,0.598624683315237,0.617843866171004,0.614403600900225,0.860835976709963,0.575576314201126,1,685713,100113,UF HEALTH SHANDS,1600 ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,23540,U,STH,5,2,07/01/2018,06/30/2019,7686.47,672.61,,72167,18214,293094,921,339349,,11817,2607,47352,,109799,20287,382483,1050,381626,,12760,2782,51772,,45834,8155,163592,519,194859,,11817,2607,47352,64674653,35359821,74010660,74089346,493535000,999586268,106538561,1362579177,3523528302,1999836739,5523365041,148459018,,491694204,67719899,,,2953,,,280464499,-39357354,36889415,7965725,78443488,365799357,41428970,,1245848726,,434474561,,,,1028006252,,23744253,23744253,1417549862,76290963,60666168,,10359613,,97035826,244352570,,,,10323443,10323443,254676013,1162873849,1162873849,1417549862,,32150812,104259238,15946360,7280887,0.2135,69139445,31334480,3523528302,2062709563,5586237865,4021506023,1564731842,1493121268,71610574,30525950,102136524,67469609,34666915,0.246694,272431132,954073424,564650,2607830,11.5889671443492,7.06629199499663,6.82546003625531,alachua,0.0875057080818633,0,0,1,0,FALSE
100117,BAPTIST MEDICAL CENTER - BEACHES,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9923,2647,0.411255377626278,7215,0.266028934656436,2.72572723838308,72376346,0.183366361619071,27342.7827729505,448,383,1017,228,291,280,duval,0,0.169248205515678,0.38420853796751,0.109935776350586,0.144692104268984,0.0861352474499433,0.105780128447299,0.0931974204285417,0.071218487394958,0.0501810657009829,0.102242391884677,0.0393782383419689,0.0449077786688051,0.0745301177098764,0.071588813227318,1,690095,100117,BAPTIST MEDICAL CENTER-BEACHES,1350 THIRTEENTH AVENUE SOUTH,JACKSONVILLE BEACH,FL,32250,DUVAL,27260,U,STH,1,2,10/01/2017,09/30/2018,636.3,,,11813,851,28911,135,49275,,2692,178,7141,,11813,851,28911,135,49275,,2692,178,7141,,11813,781,26983,135,49275,,2692,178,7141,5323177,8474730,6753331,9899118,37712368,73459528,6388934,102060647,309367380,322580261,631947641,9089242,,37623633,501449,,,2000,,,26882000,-10308000,1752000,549000,611000,19488000,2648000,2158000,81540000,1903000,20143000,50228000,,,67250000,62782000,70036000,132818000,219556000,9817000,,,1414000,,5492000,20139000,,,,6919000,6919000,27058000,192498000,192498000,219556000,,,19264317,406428,,,5938615,,309367380,322580261,631947641,498310441,133637200,119646896,13990304,4374675,18364979,-21,18365000,0.161502,3575147,41615178,,,11.3907090006111,,4.90527477843843,duval,0,1,0,1,0,FALSE
100118,FLORIDA HOSPITAL FLAGLER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9924,1161,0.180380617085043,3948,0.145569263204935,3.40051679586563,51438688,0.130320547890309,44305.5021533161,0,0,299,216,323,285,flagler,0,0,0.257536606373816,0.278208440999139,0,0.186046511627907,0.245478036175711,,1,1,,1,1,,,1,713555,100118,ADVENTHEALTH PALM COAST,60 MEMORIAL MEDICAL PARKWAY,PALM COAST,FL,32614,FLAGLER,19660,U,STH,2,1,01/01/2018,12/31/2018,696.8,,,14469,1036,32683,99,36135,,3571,179,8093,,69364,1036,105928,131,47815,,3571,179,8093,,12676,852,28519,81,29565,,3571,179,8093,4387690,8738725,7373067,9944383,50672466,129343721,9352872,131791994,341262585,410729621,751992206,8937611,,50672466,2146658,,,244671816,6298,,66092682,-61527966,3039899,1879137,48510,262523255,7311502,6261142,51139828,24499600,29790484,44522254,,11549236,85510152,50000,18300994,18350994,366384401,1540864,3746836,67567,478742,,2291134,18506494,,59090618,,259922,59350540,77857034,288527367,288527367,366384401,,19425752,7051790,79890,,,,,339502980,475389356,814892336,600456181,214436155,180016187,34419968,-3449833,30970135,,30970135,0.175257,7660121,59462898,,,11.5198117899156,6.13766753897425,4.59511985013459,flagler,0,0,1,0,0,FALSE
100122,NORTH OKALOOSA MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9927,762,0.118389345580364,2416,0.0890818996715105,3.17060367454068,66266207,0.167886249409251,86963.5262467192,100,44,249,128,129,112,okaloosa,0,0.131233595800525,0.326771653543307,0.169291338582677,0.057742782152231,0.167979002624672,0.146981627296588,0.288184438040346,0.266025641025641,0.224347826086957,0.159420289855072,0.198142414860681,0.199643493761141,0.26853822423664,0.234562324332907,1,716579,100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVENUE,CRESTVIEW,FL,32536,OKALOOSA,18880,U,STH,2,4,04/01/2018,03/31/2019,449.17,,,10326,1104,21143,110,40150,,2271,691,5130,,12094,2723,29848,110,40150,,2271,691,5130,,8941,413,17650,90,32850,,2271,691,5130,2780712,29230142,4839565,4844956,26904111,37565245,5049761,68668073,495815620,714483729,1210299349,4708125,65300,26866220,913871,15828,,39975,,,52146848,-33971263,3820985,448927,19053,22504525,726490,3133777,60583914,11216902,4851707,25264653,6049927,,39984631,,5889995,5889995,68379151,2959204,2648312,237844,1147101,,1633276,-230967542,,4027944,,831806,4859750,-226107792,294486943,294486943,68379151,,8639959,9177322,80167,400889,0.09,,,495915658,714383690,1210299348,1111680964,98618384,64469356,34149028,580956,34729984,,34729984,0.056736,9598027,167516334,67622,1286889,12.3712726228345,6.24657207570684,4.70048036579242,okaloosa,0,0,1,0,1,FALSE
100124,SANTA ROSA MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9928,754,0.117146412818366,2137,0.0787947100985174,2.8342175066313,37335751,0.0945905837687025,49516.9111405836,93,47,279,122,124,89,santa rosa,0,0.123342175066313,0.370026525198939,0.164456233421751,0.0623342175066313,0.161803713527851,0.118037135278515,1,0.63265306122449,0.394904458598726,1,0.448529411764706,0.320143884892086,0.595027889935126,0.595081897796505,1,718676,100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL ROAD,MILTON,FL,32570,SANTA ROSA,37860,U,STH,2,4,06/01/2018,05/31/2019,366.2,,,5577,885,15065,108,39440,,1455,636,4399,,5577,885,15134,108,39440,,1455,636,4399,,4992,300,12712,100,36520,,1455,636,4399,3340431,24531011,5477481,8740607,22577665,39981728,5389534,59773470,249780766,520442097,770222863,4175607,,22577665,187937,,,-10206,,,43600169,-32389740,3189187,617779,22843,15030032,1224090,21357,32285439,6712842,1277935,11662809,3264835,,43898269,,11384519,11384519,70312820,1752723,1833847,-1081,2134701,,1807455,1686795,,7481817,,,7481817,9168612,61144208,61144208,70312820,,2989469,7123294,51446,306923,0.1214,,,249780766,520448097,770228863,693999625,76229238,62559393,13669845,157230,13827075,,13827075,0.077605,7152885,134227369,,,12.0730657319761,6.03279398276046,4.68213122712422,santa rosa,0,0,1,0,1,FALSE
