"","Hospital.Name","Profile.Page","File.Number","Discharges","X..of.Discharges","LOS","X..of.LOS","Avg..LOS","Charges","X..of.Charges","Avg.Charges","Discharges_0_24_female","Discharges_0_24_male","Discharges_25_54_female","Discharges_25_54_male","Discharges_55_female","Discharges_55_male","county","drop","Discharges_0_24_female_fw","Discharges_25_54_female_fw","Discharges_55_female_fw","Discharges_0_24_male_fw","Discharges_25_54_male_fw","Discharges_55_male_fw","Discharges_0_24_female_cw","Discharges_25_54_female_cw","Discharges_55_female_cw","Discharges_0_24_male_cw","Discharges_25_54_male_cw","Discharges_55_male_cw"
"234","TRADITION MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=319609",23960108,3213,"0.4991928705376771761810580200",10503,"0.3872629106994514605043820100",3.26890756302521,104861920,"0.2656689623815785732826648500",32636.7631497043,520,435,1238,340,345,335,"St Lucie",0,0.161842514783691,0.385309679427326,0.107376283846872,0.135387488328665,0.105820105820106,0.10426392779334,0.605355064027939,0.516048353480617,0.274027005559968,0.570866141732283,0.279146141215107,0.255335365853659
"235","TWIN CITIES HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9872",100054,282,"0.0438133798604497241466101300",741,"0.0273218905863366211781155000",2.62765957446809,30248107,"0.0766339506342909181289202700",107262.790780142,0,0,67,50,81,76,"Okaloosa",0,0,0.23758865248227,0.287234042553192,0,0.177304964539007,0.269503546099291,0,0.0715811965811966,0.140869565217391,0,0.0773993808049536,0.135472370766488
"236","UF HEALTH JACKSONVILLE","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9827",100001,2488,"0.3865520889815564314778936600",12841,"0.4734688218881896795522012200",5.16117363344051,180916186,"0.4583533794980358183182343400",72715.5088424437,293,218,764,522,287,404,"Duval",0,0.117765273311897,0.307073954983923,0.115353697749196,0.087620578778135,0.209807073954984,0.162379421221865,0.0609527771999168,0.0535014005602241,0.0494912916020003,0.0581954084356647,0.0901554404145078,0.0647955092221331
"237","UF HEALTH NORTH","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=369080",23960123,1640,"0.2548012162097076156043993600",4651,"0.1714900311971007086361878300",2.8359756097561,44725623,"0.1133129152535035159905363200",27271.7213414634,288,188,648,190,168,158,"Duval",0,0.175609756097561,0.395121951219512,0.102439024390244,0.114634146341463,0.115853658536585,0.0963414634146341,0.0599126274183482,0.0453781512605042,0.0289705121572685,0.0501868659903897,0.0328151986183074,0.0253408179631115
"238","UF HEALTH SHANDS HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9920",100113,11281,"1.7526905610132387875812373100",57378,"2.1156213739039441969742388900",5.08625121886358,711626132,"1.8029135466149796623905162800",63081.8306887687,1848,1654,2974,1662,1505,1638,"Alachua",0,0.163815264604202,0.263629110894424,0.133410158673876,0.146618207605709,0.147327364595337,0.145199893626452,0.541617819460727,0.528617134731603,0.595803642121932,0.598624683315237,0.617843866171004,0.614403600900225
"239","UNIVERSITY HOSPITAL AND MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10006",100224,1744,"0.2709593421156890741549222500",6810,"0.2510959175343487047543408100",3.90481651376147,97776689,"0.2477184426123068077422464700",56064.6152522936,213,250,413,345,279,244,"Broward",0,0.122133027522936,0.236811926605505,0.159977064220183,0.143348623853211,0.197821100917431,0.139908256880734,0.0247042449547669,0.0193823915900131,0.0327157598499062,0.0316696224980998,0.0370092254880927,0.0249897582957804
"240","UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9894",100079,505,"0.0784601306011599670001351700",6628,"0.2443852777412133942895405100",13.1247524752475,208232193,"0.5275588187661508497694922000",412340.976237624,0,0,106,102,93,169,"Miami-Dade",0,0,0.20990099009901,0.184158415841584,0,0.201980198019802,0.334653465346535,0,0.00458616363085709,0.00901512214036448,0,0.00909739564752051,0.0138026788631166
"241","UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9834",100009,5354,"0.8318327509675454719182647400",27901,"1.0287558289465291059252368400",5.21124392977213,595325672,"1.5082649026391657196464044900",111192.691819201,122,129,1460,1141,1102,1400,"Miami-Dade",0,0.0227867015315652,0.272693313410534,0.205827418752335,0.0240941352259993,0.213111692192753,0.261486738886814,0.0154469485945809,0.0631679141608619,0.106824350523459,0.0167423750811162,0.10176596503746,0.114341718392682
"242","VENICE REGIONAL BAYFRONT HEALTH","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9885",100070,1029,"0.1598722265120665466200774000",3881,"0.1430988628415282412851096400",3.77162293488824,91322156,"0.2313658039731548878332282200",88748.4509232264,0,0,213,141,326,327,"Sarasota",0,0,0.206997084548105,0.316812439261419,0,0.137026239067055,0.317784256559767,0,0.0651774785801714,0.1581756428918,0,0.119897959183673,0.150068838916934
"243","VIERA HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=259436",23960092,1171,"0.1819342830375412304102144200",3282,"0.1210127461597257634366735000",2.80273270708796,57926249,"0.1467568633731573239268973100",49467.3347566183,0,0,381,181,301,281,"Brevard",0,0,0.32536293766012,0.257045260461144,0,0.154568744662681,0.239965841161401,0,0.0834611171960569,0.0942687128092703,0,0.0869356388088377,0.0824772527149985
"244","WEKIVA SPRINGS CENTER FOR WOMEN","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=187055",23960061,806,"0.1252254757713563037665523700",4223,"0.1557089661890682202903937200",5.2394540942928,9290600,"0.0235378492202154403899902500",11526.7990074442,97,87,217,242,91,72,"Duval",0,0.120347394540943,0.269230769230769,0.112903225806452,0.107940446650124,0.300248138957816,0.0893300248138958,0.0201789057624298,0.0151960784313725,0.0156923607518538,0.0232247730912974,0.0417962003454231,0.0115477145148356
"245","WELLINGTON REGIONAL MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10077",110010,4531,"0.7039660430769421989655692100",15640,"0.5766725624430563498322893100",3.45177664974619,228393874,"0.5786386852337721509144665800",50406.9463694549,620,548,1712,451,603,597,"Palm Beach",0,0.136835135731627,0.37784153608475,0.133083204590598,0.120944603840212,0.0995365261531671,0.131758993599647,0.0903263403263403,0.107862903225806,0.0874800522268969,0.0841652587928122,0.0675756667665568,0.0752837326607818
"246","WEST BOCA MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10075",110008,5183,"0.8052650631798259583400011500",14691,"0.5416813692359936595515449000",2.83445880764036,237215736,"0.6009889809732882451806840600",45768.0370441829,877,984,1796,552,496,478,"Palm Beach",0,0.169207022959676,0.346517460929963,0.0956974725062705,0.189851437391472,0.106502025853753,0.0922245803588655,0.127768065268065,0.113155241935484,0.0719570578848107,0.151128858854247,0.0827090200779143,0.0602774274905422
"247","WEST FLORIDA HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10013",100231,2990,"0.4645461197969669333275329800",11590,"0.4273423912221881774012936800",3.87625418060201,208395044,"0.5279714037750158643738181100",69697.3391304348,329,229,855,565,473,539,"Escambia",0,0.110033444816054,0.285953177257525,0.15819397993311,0.0765886287625418,0.188963210702341,0.180267558528428,0.146940598481465,0.215800100959112,0.281045751633987,0.135103244837758,0.350713842333954,0.271947527749748
"249","WEST KENDALL BAPTIST HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=190795",23960064,2338,"0.3632470996940831739531010400",8440,"0.3111967024948462655105193000",3.60992301112062,109322976,"0.2769711025545423658950266200",46759.1856287425,203,173,735,425,423,379,"Miami-Dade",0,0.0868263473053892,0.31437125748503,0.180923866552609,0.0739948674080411,0.181779298545766,0.162104362703165,0.0257027095467207,0.0318002855535846,0.0410042652190772,0.0224529526281635,0.0379058151980021,0.0309539366220189
"250","WESTCHESTER GENERAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9962",100165,438,"0.0680505687194219119723944600",1656,"0.0610594477880883193940071000",3.78082191780822,11124383,"0.0281837609758172670669193500",25398.1347031963,0,0,183,70,94,76,"Miami-Dade",0,0,0.417808219178082,0.214611872146119,0,0.159817351598174,0.17351598173516,0,0.00791762211742309,0.0091120589375727,0,0.00624331073849447,0.00620712185560274
"251","WESTSIDE REGIONAL MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10010",100228,2744,"0.4263259373655107909868730800",11047,"0.4073210867844273335420268600",4.02587463556851,320078194,"0.8109220361495346318798284000",116646.572157434,50,55,678,572,680,709,"Broward",0,0.0182215743440233,0.247084548104956,0.247813411078717,0.0200437317784257,0.208454810495627,0.258381924198251,0.00579911853398283,0.0318190351041862,0.0797373358348968,0.00696731694958196,0.0613602231280841,0.0726136829168374
"252","WILLOUGH AT NAPLES, THE","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10107",110043,289,"0.0449009460271984761644337900",2480,"0.0914416850932723623774985600",8.58131487889273,3720305,"0.0094254384155182231459844000",12873.0276816609,0,0,56,102,39,83,"Collier",0,0,0.193771626297578,0.134948096885813,0,0.352941176470588,0.28719723183391,0,0.0219435736677116,0.0250320924261874,0,0.0835380835380835,0.0432291666666667
"253","WINDMOOR HEALTHCARE OF CLEARWATER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10061",104017,600,"0.0932199571498930300991705000",2622,"0.0966774589978065057071779100",4.37,5768400,"0.0146143122556014408483434600",9614,42,62,181,213,62,40,"Pinellas",0,0.07,0.301666666666667,0.103333333333333,0.103333333333333,0.355,0.0666666666666667,0.0139303482587065,0.0195675675675676,0.0118275467378863,0.0237003058103976,0.0482336956521739,0.00778513040093422
